GEO_OBJECT,TIME_PERIOD,OBS_VALUE,code
DEP,2012,6853,76
DEP,2013,6905,76
DEP,2014,7318,76
DEP,2015,6801,76
DEP,2016,7230,76
DEP,2017,7970,76
DEP,2018,9635,76
DEP,2019,10874,76
DEP,2020,12328,76
DEP,2021,14182,76
DEP,2022,13546,76
DEP,2023,13639,76
DEP,2024,14184,76
REG,2012,57704,76
REG,2013,56186,76
REG,2014,57714,76
REG,2015,54742,76
REG,2016,57424,76
REG,2017,60894,76
REG,2018,67998,76
REG,2019,79877,76
REG,2020,82537,76
REG,2021,97716,76
REG,2022,96354,76
REG,2023,96395,76
REG,2024,102485,76
DEP,2012,10910,77
DEP,2013,11068,77
DEP,2014,11292,77
DEP,2015,11084,77
DEP,2016,12156,77
DEP,2017,13315,77
DEP,2018,15224,77
DEP,2019,18694,77
DEP,2020,19865,77
DEP,2021,23717,77
DEP,2022,23682,77
DEP,2023,24530,77
DEP,2024,24704,77
DEP,2012,11948,78
DEP,2013,11868,78
DEP,2014,12658,78
DEP,2015,12714,78
DEP,2016,13738,78
DEP,2017,15245,78
DEP,2018,17856,78
DEP,2019,21107,78
DEP,2020,22499,78
DEP,2021,25774,78
DEP,2022,25527,78
DEP,2023,25274,78
DEP,2024,26396,78
DEP,2012,1979,79
DEP,2013,2168,79
DEP,2014,2010,79
DEP,2015,1983,79
DEP,2016,2015,79
DEP,2017,2187,79
DEP,2018,2476,79
DEP,2019,2659,79
DEP,2020,2867,79
DEP,2021,3333,79
DEP,2022,3420,79
DEP,2023,3503,79
DEP,2024,3614,79
DEP,2012,3009,80
DEP,2013,2920,80
DEP,2014,3034,80
DEP,2015,3009,80
DEP,2016,3090,80
DEP,2017,3288,80
DEP,2018,4337,80
DEP,2019,4817,80
DEP,2020,4944,80
DEP,2021,5673,80
DEP,2022,5802,80
DEP,2023,5652,80
DEP,2024,5838,80
DEP,2012,3106,81
DEP,2013,2982,81
DEP,2014,3085,81
DEP,2015,2859,81
DEP,2016,2962,81
DEP,2017,3153,81
DEP,2018,3502,81
DEP,2019,4249,81
DEP,2020,4391,81
DEP,2021,5225,81
DEP,2022,5240,81
DEP,2023,5317,81
DEP,2024,5516,81
DEP,2012,2327,82
DEP,2013,2235,82
DEP,2014,2161,82
DEP,2015,2058,82
DEP,2016,2178,82
DEP,2017,2138,82
DEP,2018,2361,82
DEP,2019,2761,82
DEP,2020,2936,82
DEP,2021,3502,82
DEP,2022,3564,82
DEP,2023,3569,82
DEP,2024,3513,82
DEP,2012,13380,83
DEP,2013,12951,83
DEP,2014,12907,83
DEP,2015,12386,83
DEP,2016,12825,83
DEP,2017,13382,83
DEP,2018,15025,83
DEP,2019,16931,83
DEP,2020,17542,83
DEP,2021,21220,83
DEP,2022,21660,83
DEP,2023,21162,83
DEP,2024,21781,83
DEP,2012,6363,84
DEP,2013,6190,84
DEP,2014,6421,84
DEP,2015,5729,84
DEP,2016,5863,84
DEP,2017,6280,84
DEP,2018,7204,84
DEP,2019,8246,84
DEP,2020,8193,84
DEP,2021,10031,84
DEP,2022,9933,84
DEP,2023,9808,84
DEP,2024,10716,84
REG,2012,67641,84
REG,2013,68530,84
REG,2014,70717,84
REG,2015,67388,84
REG,2016,71238,84
REG,2017,78731,84
REG,2018,89087,84
REG,2019,106250,84
REG,2020,109905,84
REG,2021,124197,84
REG,2022,125673,84
REG,2023,120822,84
REG,2024,130063,84
DEP,2012,4362,85
DEP,2013,4279,85
DEP,2014,4434,85
DEP,2015,4345,85
DEP,2016,4579,85
DEP,2017,4922,85
DEP,2018,5074,85
DEP,2019,6193,85
DEP,2020,6214,85
DEP,2021,7569,85
DEP,2022,7814,85
DEP,2023,7657,85
DEP,2024,7913,85
DEP,2012,2654,86
DEP,2013,2795,86
DEP,2014,2736,86
DEP,2015,2688,86
DEP,2016,2792,86
DEP,2017,2901,86
DEP,2018,3419,86
DEP,2019,3927,86
DEP,2020,4288,86
DEP,2021,4804,86
DEP,2022,5232,86
DEP,2023,4932,86
DEP,2024,4949,86
DEP,2012,2354,87
DEP,2013,2438,87
DEP,2014,2432,87
DEP,2015,2217,87
DEP,2016,2337,87
DEP,2017,2561,87
DEP,2018,2937,87
DEP,2019,3306,87
DEP,2020,3489,87
DEP,2021,4428,87
DEP,2022,4081,87
DEP,2023,4184,87
DEP,2024,4398,87
DEP,2012,2521,88
DEP,2013,2595,88
DEP,2014,2568,88
DEP,2015,2307,88
DEP,2016,2361,88
DEP,2017,2443,88
DEP,2018,2624,88
DEP,2019,3031,88
DEP,2020,3169,88
DEP,2021,3737,88
DEP,2022,3665,88
DEP,2023,3694,88
DEP,2024,3993,88
DEP,2012,2198,89
DEP,2013,2285,89
DEP,2014,2250,89
DEP,2015,2110,89
DEP,2016,2138,89
DEP,2017,2444,89
DEP,2018,2670,89
DEP,2019,2974,89
DEP,2020,3155,89
DEP,2021,3724,89
DEP,2022,3600,89
DEP,2023,3679,89
DEP,2024,4096,89
DEP,2012,834,90
DEP,2013,985,90
DEP,2014,885,90
DEP,2015,759,90
DEP,2016,819,90
DEP,2017,927,90
DEP,2018,987,90
DEP,2019,1205,90
DEP,2020,1501,90
DEP,2021,1646,90
DEP,2022,1444,90
DEP,2023,1509,90
DEP,2024,1583,90
DEP,2012,9820,91
DEP,2013,9754,91
DEP,2014,10525,91
DEP,2015,10131,91
DEP,2016,11352,91
DEP,2017,12555,91
DEP,2018,14897,91
DEP,2019,18258,91
DEP,2020,20280,91
DEP,2021,22606,91
DEP,2022,23093,91
DEP,2023,23186,91
DEP,2024,23662,91
DEP,2012,17010,92
DEP,2013,17293,92
DEP,2014,18486,92
DEP,2015,19038,92
DEP,2016,22340,92
DEP,2017,25407,92
DEP,2018,29795,92
DEP,2019,32526,92
DEP,2020,32710,92
DEP,2021,35308,92
DEP,2022,36273,92
DEP,2023,36903,92
DEP,2024,37236,92
DEP,2012,15558,93
DEP,2013,16283,93
DEP,2014,17714,93
DEP,2015,18116,93
DEP,2016,20201,93
DEP,2017,23299,93
DEP,2018,28993,93
DEP,2019,32754,93
DEP,2020,35316,93
DEP,2021,38042,93
DEP,2022,38726,93
DEP,2023,41197,93
DEP,2024,43449,93
REG,2012,62262,93
REG,2013,60220,93
REG,2014,59852,93
REG,2015,57654,93
REG,2016,59961,93
REG,2017,63994,93
REG,2018,73635,93
REG,2019,84099,93
REG,2020,86574,93
REG,2021,106869,93
REG,2022,110475,93
REG,2023,103147,93
REG,2024,106186,93
DEP,2012,12348,94
DEP,2013,12480,94
DEP,2014,13247,94
DEP,2015,13406,94
DEP,2016,15288,94
DEP,2017,17644,94
DEP,2018,21890,94
DEP,2019,25109,94
DEP,2020,26433,94
DEP,2021,28312,94
DEP,2022,28800,94
DEP,2023,29819,94
DEP,2024,31143,94
REG,2012,4016,94
REG,2013,3909,94
REG,2014,3985,94
REG,2015,3796,94
REG,2016,4017,94
REG,2017,4279,94
REG,2018,4610,94
REG,2019,5225,94
REG,2020,4945,94
REG,2021,5814,94
REG,2022,6087,94
REG,2023,6189,94
REG,2024,6522,94
DEP,2012,9917,95
DEP,2013,9979,95
DEP,2014,10461,95
DEP,2015,10515,95
DEP,2016,12000,95
DEP,2017,13125,95
DEP,2018,16645,95
DEP,2019,19795,95
DEP,2020,21324,95
DEP,2021,23874,95
DEP,2022,23846,95
DEP,2023,23847,95
DEP,2024,24980,95
DEP,2012,5012,971
DEP,2013,4489,971
DEP,2014,4223,971
DEP,2015,4263,971
DEP,2016,4220,971
DEP,2017,4521,971
DEP,2018,5592,971
DEP,2019,5859,971
DEP,2020,5605,971
DEP,2021,6751,971
DEP,2022,7849,971
DEP,2023,8058,971
DEP,2024,8178,971
DEP,2012,4918,972
DEP,2013,5046,972
DEP,2014,4475,972
DEP,2015,4407,972
DEP,2016,4704,972
DEP,2017,5067,972
DEP,2018,5451,972
DEP,2019,5555,972
DEP,2020,5822,972
DEP,2021,8024,972
DEP,2022,9396,972
DEP,2023,8956,972
DEP,2024,7317,972
DEP,2012,2259,973
DEP,2013,1970,973
DEP,2014,2059,973
DEP,2015,1748,973
DEP,2016,1570,973
DEP,2017,1495,973
DEP,2018,1918,973
DEP,2019,1960,973
DEP,2020,2010,973
DEP,2021,2952,973
DEP,2022,3087,973
DEP,2023,3343,973
DEP,2024,3540,973
DEP,2012,7230,974
DEP,2013,6950,974
DEP,2014,6819,974
DEP,2015,6606,974
DEP,2016,6930,974
DEP,2017,7384,974
DEP,2018,7795,974
DEP,2019,8264,974
DEP,2020,9483,974
DEP,2021,11390,974
DEP,2022,12044,974
DEP,2023,12290,974
DEP,2024,13097,974
DEP,2012,896,976
DEP,2013,822,976
DEP,2014,871,976
DEP,2015,841,976
DEP,2016,813,976
DEP,2017,957,976
DEP,2018,768,976
DEP,2019,1017,976
DEP,2020,1353,976
DEP,2021,1802,976
DEP,2022,1762,976
DEP,2023,1749,976
DEP,2024,1519,976
FRANCE,2012,567298,F
FRANCE,2013,566808,F
FRANCE,2014,582737,F
FRANCE,2015,564745,F
FRANCE,2016,603540,F
FRANCE,2017,657591,F
FRANCE,2018,749330,F
FRANCE,2019,864557,F
FRANCE,2020,900169,F
FRANCE,2021,1050520,F
FRANCE,2022,1061969,F
FRANCE,2023,1051476,F
FRANCE,2024,1111238,F
